#FORMAT: BEACON 
#PREFIX: http://d-nb.info/gnd/ 
#TARGET: http://www.deutsche-biographie.de/pnd{ID}.html#ndbcontent
#TARGETPREFIX: http://www.deutsche-biographie.de/{TARGETID}.html 
#FEED: http://www.historische-kommission-muenchen-editionen.de/beacon_ndb.txt 
#CONTACT: matthias.reinert@hk.badw.de 
#MESSAGE: Biographien der  NDB
#INSTITUTION: Historische Kommission bei der Bayerischen Akademie der Wissenschaften und Bayerische Staatsbibliothek 
#DESCRIPTION: Deutsche Biographie - Biographien der Neuen Deutschen Biographie (NDB) (hier 23481 Einträge)

#DATE: 2020-07-20
#REVISIT: 2021-01-16

118643525|Aachen, Hans von|sfz45545
116003383|Abich, Hermann|sfz38971
116239840|Abicht, Johann Georg|sfz63
116003421|Abicht, Rudolf|sfz65
129100021|Ableithner, Balthasar|sfz66
128752882|Abondio, Antonio|sfz70
124000320|Abraham|sfz45546
116003995|Abraham, Max|sfz74
116003979|Abraham, Max|sfz75
137183054|Abraham, Otto|sfz76
11850021X|Abraham a Sancta Clara|sfz72
116004037|Abramson, Abraham|sfz77
118500279|Abschatz, Hans Aßmann Freiherr von|sfz81
135607329|Abt, Christian|sfz83
127029443|Abt, Ephraim Ludwig Gottfried|sfz84
102199175|Abt, Franz|sfz86
116004835|Abt, Roman|sfz89
136470467|Abundi, Alexander|sfz45563
116004894|Accum, Friedrich|sfz91
116004924|Ach, Narziß Kasper|sfz94
118643622|Achard, Franz Karl|sfz95
138093555|Achates, Leonardus|sfz96
1080797971|Achelis|sfz130925
116004991|Achelis, Ernst Christian|sfz97
116005009|Achelis, Hans|sfz99
135607388|Achelis, Johannes Christoph|sfz100
116005041|Achelis, Thomas|sfz101
1088449328|Achenbach|sfz130924
135607426|Achenbach, Adolf|sfz102
119540355|Achenbach, Andreas|sfz103
137186746|Achenbach, Benno von|sfz104
116005149|Achenbach, Heinrich von|sfz105
119540363|Achenbach, Oswald|sfz107
118643657|Achenwall, Gottfried|sfz68124
118688669|Achler, Elisabeth|sfz111
10242876X|Achterfeld, Johann Heinrich|sfz112
124438482|Acidalius, Valens|sfz116
135607442|Acker, Amandus|sfz117
118646753|Ackermann, Charlotte|sfz122
11600570X|Ackermann, Dorothea|sfz123
119600641|Ackermann, Hans|sfz126
116006102|Ackermann, Heinrich|sfz127
116005904|Ackermann, Jacob Fidelis|sfz129
133231259|Ackermann, Jakob|sfz128
12978253X|Ackermann, Johann Christian Gottlieb|sfz131
118646761|Ackermann, Konrad|sfz134
116006048|Ackermann, Rudolf|sfz136
116006056|Ackermann, Sophie Charlotte|sfz137
11600617X|Acoluthus, Andreas|sfz140
116006188|Acontius, Melchior|sfz142
130005304|Acronius, Johannes|sfz143
135646626|Adalbero|sfz149
102417946|Adalbero|sfz52561
118646834|Adalbero|sfz56504
104213884|Adalbero I.|sfz52562
136910157|Adalbero I.|sfz56503
104213876|Adalbero II.|sfz15129
102421765|Adalbero III.|sfz52563
122424883|Adalbert|sfz157
13564691X|Adalbert|sfz164
118646850|Adalbert|sfz165
13324993X|Adalbert|sfz48924
118814869|Adalbert|sfz56505
118500503|Adalbert I.|sfz160
11850049X|Adalbert I.|sfz162
118817817|Adalbert I.|sfz69283
119496313|Adalbert II.|sfz163
102417997|Adalbert III.|sfz167
100935354|Adalbold|sfz168
135668247|Adaldag|sfz169
135668344|Adalgar|sfz170
104275405|Adalgoz|sfz48926
118810553|Adalhard|sfz52616
135668565|Adalram|sfz174
135668638|Adalwin|sfz175
102418276|Adam|sfz178
116006374|Adam, Albrecht|sfz184
11624187X|Adam, Eugen|sfz187
135668670|Adam, François Gaspard|sfz188
11600648X|Adam, Franz|sfz189
135668735|Adam, Johannes|sfz193
116006676|Adam, Julius|sfz195
12005860X|Adam, Melchior|sfz196
11600679X|Adam, Wilhelm|sfz198
118646915|Adamberger, Antonie|sfz42176
116242108|Adametz, Leopold|sfz202
118500562|Adami, Adam|sfz203
116006927|Adami, Friedrich Wilhelm|sfz204
135668743|Adams, Carl|sfz206
11850052X|Adam von Bremen|sfz177
118646885|Adam von Fulda|sfz179
102418586|Adam von Köln|sfz181
102418357|Adam von Rottweil|sfz182
123798566|Adela|sfz213
102564868|Adelbrecht|sfz216
118500635|Adelgundis|sfz219
135668816|Adelheid|sfz223
118702548|Adelheid|sfz52619
118646974|Adelheid|sfz69286
118549286|Adelheid|sfz35111
116007494|Adelmann, Georg Franz Blasius von|sfz3471
116007451|Adelmann von Adelmannsfelden, Alfred Graf|sfz15133
119272385|Adelmann von Adelmannsfelden, Bernhard|sfz19311
120151049|Adelmann von Adelmannsfelden, Johann Christoph|sfz231
133233499|Adelmann von Adelmannsfelden, Konrad|sfz11266
133185052|Adelmann von Adelmannsfelden, Raban Graf|sfz233
104275413|Adelman von Lüttich|sfz224
135785553|Adelog|sfz234
118500643|Adelphus, Johannes|sfz235
118646990|Adelung, Bernhard|sfz236
120092859|Adelung, Friedrich Georg|sfz42178
118500651|Adelung, Johann Christoph|sfz239
116247045|Aderhold, Rudolf Ferdinand|sfz241
11600777X|Aders, Jakob|sfz38974
124853668|Adersbach, Andreas|sfz243
11600780X|Adickes, Erich|sfz244
118647008|Adickes, Franz|sfz35114
118500686|Adler, Alfred|sfz247
133233669|Adler, Christian Matthias|sfz249
116008040|Adler, Friedrich|sfz251
118960407|Adler, Friedrich|sfz60700
116008075|Adler, Georg|sfz252
135702054|Adler, Gottlieb|sfz254
118500694|Adler, Guido|sfz255
11864386X|Adler, Jakob Georg Christian|sfz256
118500716|Adler, Max|sfz257
135702135|Adler, Salomon|sfz259
118647075|Adler, Victor|sfz23207
119024586|Adlgasser, Anton Cajetan|sfz11268
128585293|Adlung, Jakob|sfz264
100004628|Adlzreiter von Tettenweis, Johann|sfz15134
135538041|Adolf|sfz406
119208806|Adolf|sfz56518
104173114|Adolf|sfz56526
116008652|Adolf Friedrich|sfz15156
135978904|Adolf I.|sfz274
131528270|Adolf I.|sfz52622
136911323|Adolf I.|sfz60703
133534138|Adolf I.|sfz69290
124142796|Adolf I.|sfz15153
189427450|Adolf I.|sfz19319
118812319|Adolf I.|sfz35125
129153028|Adolf II.|sfz275
120251973|Adolf II.|sfz38975
123889413|Adolf III.|sfz69291
189461152|Adolf III.|sfz27346
143210777|Adolf III.|sfz42182
123156645|Adolf IV.|sfz19316
136632181|Adolf IV.|sfz42180
143210726|Adolf V.|sfz42181
13578588X|Adolf VI.|sfz271
137503652|Adolf VIII.|sfz27348
132266369|Adolf von Egmond|sfz60702
118500740|Adolf von Essen|sfz411
132255952|Adolf von Kleve und von der Mark|sfz397
118637606|Adolf von Nassau|sfz35116
123217687|Adolph, Karl|sfz412
128428430|Adriani, Matthäus|sfz417
116256362|Aeby, Christoph Theodor|sfz418
123182441|Aegeri, Karl von|sfz419
116009047|Aegidi, Ludwig|sfz420
135580307|Aegidii, Aegidius|sfz421
133233960|Aelbl, Johannes|sfz423
104070404|Aemilie Juliane|sfz424
131420127|Aemilius, Georg|sfz425
100006132|Aepinus, Franz Ulrich Theodosius|sfz430
116296283|Aepinus, Johannes (Gräzisierung)|sfz431
118647172|Aereboe, Friedrich|sfz434
122264487|Aesslinger, Hans|sfz435
100076386|Aesticampianus, Johannes|sfz436
119099179|Afra|sfz439
116256575|Agahd, Konrad|sfz441
135580358|Agde, Georg|sfz443
11627008X|Ager, Nikolaus|sfz445
135580978|Agilfried|sfz447
11864727X|Agilolfinger|sfz448
100935575|Agius|sfz449
122191447|Agnes|sfz27098
118647318|Agnes|sfz27396
119602008|Agricius, Mathias|sfz454
11900321X|Agricola, Alexander|sfz456
122961714|Agricola, Christoph Ludwig|sfz458
124623654|Agricola, Franz|sfz459
133236978|Agricola, Georg|sfz460
118501062|Agricola, Georgius|sfz462
118647342|Agricola, Johann|sfz465
130844136|Agricola, Johann|sfz466
118501070|Agricola, Johann|sfz68127
118917382|Agricola, Johann Friedrich|sfz468
124553451|Agricola, Johann Georg|sfz469
174364334|Agricola, Karl|sfz470
119209314|Agricola, Martin|sfz471
130667919|Agricola, Philipp|sfz472
118501089|Agricola, Rudolf|sfz474
119602458|Agricola, Rudolf|sfz475
121689654|Agricola, Stephan der Ältere|sfz476
118647377|Agrippa von Nettesheim|sfz478
116270500|Ah, Joseph Ignaz von|sfz481
119028298|Ahlborn, August|sfz482
116009756|Ahlborn, Friedrich Christian Georg|sfz483
10244921X|Ahle, Johann Georg|sfz484
104325453|Ahle, Johann Rudolf|sfz485
100008275|Ahlefeld, Detlev von|sfz7254
118962590|Ahlefeldt, Charlotte von|sfz486
120410672|Ahlefeldt, Friedrich von|sfz488
135776074|Ahlefeldt, Gosche von|sfz489
13054485X|Ahlefeldt, Joachim von|sfz490
116270608|Ahlefeldt-Laurwig, Elise Davidia Gräfin von|sfz491
118644076|Ahlfeld, Friedrich|sfz493
118644084|Ahlfeld, Johann Friedrich|sfz494
137144547|Ahlmann, Wilhelm|sfz497
115822828|Ahlmann, Wilhelm Hans|sfz498
123440041|Ahlwardt, Hermann|sfz499
11625744X|Ahlwardt, Wilhelm Theodor|sfz502
122928229|Ahorner von Ahornrain, Joseph Georg|sfz504
11627204X|Ahrens, Felix Benjamin|sfz506
118644114|Ahrens, Heinrich|sfz507
116257490|Ahrens, Wilhelm|sfz511
118868306|Aiblinger, Johann Kaspar|sfz513
124077250|Aich, Arnd von|sfz514
119602687|Aich, Heinrich von|sfz515
13558180X|Aich, Johann von|sfz516
119030837|Aichel, Johann Santin der Jüngere|sfz517
116272406|Aichel, Otto|sfz518
124578225|Aicher, Otto|sfz519
116272678|Aicher-Scholl, Inge|sfz115568
118644130|Aichinger, Gregor|sfz520
115593772|Aichler, David|sfz521
129114138|Aichner, Simon|sfz522
13717893X|Aicholz, Johann Emmerich|sfz523
137179154|Aigner, Franz Johann|sfz524
116257520|Ainmiller, Max Emanuel|sfz526
135607000|Aitinger, Sebastian|sfz528
11647677X|Aitzema, Foppe van|sfz529
118644173|Aitzing, Michael Freiherr von|sfz15158
138019509|Alaholfinger|sfz533
119602903|Alantsee, Leonhard|sfz535
119602911|Alantsee, Lucas|sfz536
124698727|Alardus, Nicolaus|sfz540
118644246|Alban, Ernst|sfz542
137147651|Albanus, August|sfz544
116257733|Albedyll, Emil von|sfz545
118501550|Alber|sfz547
119511975|Alber, Matthäus|sfz69304
136117562|Alberich|sfz23312
102417954|Albero|sfz56534
135592135|Albers, Anton der Ältere|sfz554
135592186|Albers, Anton Diedrich|sfz555
137150407|Albers, Bruno|sfz556
100005594|Albers, Heinrich Christian|sfz558
100005616|Albers, Johann Abraham|sfz559
116257814|Albers, Johann Friedrich Hermann|sfz561
135592216|Albers, Johann Hinrich|sfz562
116275790|Albers-Schönberg, Ernst|sfz564
11864758X|Albert|sfz60708
119193132|Albert|sfz35128
119059304|Albert, Eduard|sfz280
119477874|Albert, Eugen|sfz281
118501437|d'Albert, Eugen|sfz282
121418952|Albert, Heinrich|sfz284
118861727|Albert, Heinrich|sfz38999
118501461|Albert, Josef|sfz286
117760633|Albert, Michael|sfz289
116263954|Albert, Wilhelm August Julius|sfz290
133238172|Alberthaler, Hans|sfz292
116009926|Alberti, Conrad|sfz300
116276606|Alberti, Friedrich August von|sfz295
100006353|Alberti, Salomon|sfz302
118644289|Alberti, Valentin|sfz69309
133273199|Albert I.|sfz567
136912168|Albert I.|sfz56535
11864761X|Albert I.|sfz69306
136818544|Albert II.|sfz52643
104239921|Albert II.|sfz69305
129597813|Albert II.|sfz69307
118647628|Albert II.|sfz69308
131817965|Albert II.|sfz34945
118647741|Albert II.|sfz34946
135702577|Albertini, Christoph von|sfz304
10041463X|Albertini, Johann von|sfz305
118501518|Albertinus, Aegidius|sfz306
118647652|Albert Kasimir|sfz56539
137190247|Alberts, Walter|sfz307
128648236|Albertus, Laurentius|sfz311
118637649|Albertus Magnus|sfz309
100935761|Albertus von Augsburg|sfz308
118647598|Albert von Aachen|sfz583
104275472|Albert von Aschach|sfz584
102556989|Albert von Dießen|sfz585
137504683|Albert von Löwen|sfz27404
102419779|Albert von Orlamünde|sfz586
118878646|Albert von Sachsen|sfz587
122078659|Albert von Soest|sfz277
118844644|Albert von Stade|sfz278
118931954|Alber von Windberg|sfz546
118644297|Albich, Siegmund|sfz312
118647709|Albini, Franz Joseph Freiherr von|sfz313
115400206|Albini, Johann Georg|sfz314
119396424|Albinus, Bernhard Friedrich|sfz317
119396432|Albinus, Bernhard Siegfried|sfz318
132870991|Albinus, Johann|sfz321
116279354|Albinus, Petrus|sfz323
118501593|Albrant|sfz324
117245798|Albrecht|sfz377
11850164X|Albrecht|sfz379
118647733|Albrecht|sfz52646
118637673|Albrecht|sfz56560
119482975|Albrecht|sfz69322
138777608|Albrecht|sfz69325
118501577|Albrecht|sfz15182
135939917|Albrecht|sfz15184
121358836|Albrecht|sfz27418
133238393|Albrecht, Bartholomäus|sfz386
124374255|Albrecht, Carl|sfz597
116284226|Albrecht, Carl Theodor|sfz599
116279451|Albrecht, Daniel Ludwig|sfz387
116279559|Albrecht, Eugen|sfz390
116279567|Albrecht, Friedrich|sfz588
117251461|Albrecht, Heinrich|sfz589
117251364|Albrecht, Heinrich|sfz590
118644386|Albrecht, Johann Friedrich Ernst|sfz591
116283823|Albrecht, Johann Georg|sfz592
116283831|Albrecht, Johann Lorenz|sfz593
135702917|Albrecht, Karl|sfz595
124374220|Albrecht, Karl|sfz596
135702941|Albrecht, Konstantin Karl|sfz600
138103305|Albrecht, Max|sfz601
116284110|Albrecht, Paul|sfz603
115732543|Albrecht, Wilhelm|sfz605
118644394|Albrecht, Wilhelm|sfz69326
118637665|Albrecht Achilles|sfz56547
118647776|Albrecht Alkibiades|sfz39004
121052893|Albrecht der Bär|sfz69314
118647717|Albrecht der Beherzte|sfz27423
135786126|Albrecht I.|sfz328
118644351|Albrecht I.|sfz69324
118501607|Albrecht I.|sfz69311
123437849|Albrecht I.|sfz69312
122098919|Albrecht I.|sfz69318
13873366X|Albrecht I. der Stolze|sfz69320
135776422|Albrecht II.|sfz329
136818692|Albrecht II.|sfz52644
118647768|Albrecht II.|sfz52645
118501615|Albrecht II.|sfz56542
138733422|Albrecht II.|sfz69315
118848399|Albrecht II.|sfz69321
118647725|Albrecht III.|sfz56552
118644343|Albrecht III.|sfz56557
119111349|Albrecht III.|sfz35132
135978920|Albrecht IV.|sfz349
136818862|Albrecht IV.|sfz52652
118644327|Albrecht IV.|sfz69313
136117643|Albrecht IV.|sfz23315
137411405|Albrecht IV.|sfz42184
118501704|Albrechtsberger, Johann Georg|sfz607
118647571|Albrecht V.|sfz56545
118883976|Albrecht V.|sfz35136
119532441|Albrecht VI.|sfz56558
120438879|Albrecht VII.|sfz56554
11864436X|Albrecht VII.|sfz56559
118501623|Albrecht von Halberstadt|sfz381
118501631|Albrecht von Johansdorf|sfz382
102421641|Albrecht von Kemenaten|sfz383
122064038|Albrecht von Sachsen|sfz368
11850164X|Albrecht von Scharfenberg|sfz385
104064064|Albrici, Vincenzo|sfz610
102418047|Aldebert|sfz613
118501755|Aldegrever, Heinrich|sfz614
118920936|Alder, Cosmas|sfz618
118501763|Aldringen, Johann Graf von|sfz19343
11628465X|Alefeld, Friedrich|sfz627
102604517|Alemann, Friedrich Adolph von|sfz632
128976292|Aler, Paul|sfz636
116010061|Alesius, Alexander|sfz637
117760951|Alexander|sfz52660
120259869|Alexander, Andreas|sfz648
118644629|Alexander der Wilde|sfz647
13580275X|Alexander I.|sfz642
119018497|Alexander Laicus|sfz645
118653520|Alexander von Battenberg|sfz69327
135802849|Alexander von Köln|sfz644
118501895|Alexander von Roes|sfz646
118648047|Alexandra Feodorowna|sfz56574
132472597|Alexandrinus von Neustein, Julius|sfz650
118648071|Alexis, Willibald|sfz651
104173130|Alexius|sfz652
11864811X|Alfons X.|sfz655
135703239|Alfter, Bartholomäus Joseph Blasius|sfz656
119086395|Algarotti, Francesco Graf von|sfz657
118810561|Alger von Lüttich|sfz659
116286598|Algoewer, David|sfz661
101508727|Alice|sfz52663
118502026|Alkuin|sfz665
137191308|Alleintz, Lorenz|sfz666
135703344|Allenblumen, Johann|sfz667
100510558|Allendorf, Johann Ludwig Konrad|sfz668
116287233|Allgeier, Arthur|sfz669
118648268|Allgeyer, Julius|sfz670
128754680|Allio, Donato Felice|sfz672
119101564|Allioli, Joseph Franz von|sfz674
118502107|Allmers, Hermann|sfz675
100009360|Almendingen, Ludwig Harscher von|sfz19345
116288434|Alpen, Johann von|sfz680
100935834|Alpert von Metz|sfz681
118648322|Alsberg, Max|sfz683
132911043|Alschinger, Andreas|sfz684
118644858|Alsted, Johann Heinrich|sfz685
130547352|Alt, Eugen|sfz686
120739674|Alt, Franz|sfz687
130453676|Alt, Georg|sfz688
119012758|Alt, Jacob|sfz689
118502204|Alt, Rudolf von|sfz691
118502212|Alt, Theodor|sfz692
118502220|Altdorfer, Albrecht|sfz693
118502239|Altdorfer, Erhard|sfz694
118648365|Alten, Carl August Graf von|sfz697
138107157|Altena|sfz698
118502255|Altenberg, Peter (Pseudonym)|sfz699
108138054|Altenburg, Johann Ernst|sfz700
11864839X|Altenburg, Michael|sfz701
117660116|Alteneder, Joseph|sfz702
116293748|Altenhöfer, August|sfz703
116293810|Altenkirch, Otto|sfz704
100010350|Altenstaig, Johannes|sfz705
130660264|Altenstetter, David|sfz707
100010385|Alter, Franz Karl|sfz708
119170949|Altfrid|sfz710
11864842X|Altfrid|sfz52668
100010423|Althamer, Andreas|sfz711
135708478|Althann, Maria Anna Josepha Gräfin von (verheiratete)|sfz712
135708524|Althann, Michael Adolf Graf von|sfz713
116294086|Althann, Michael Friedrich Graf von|sfz714
100416284|Althans, Karl|sfz27426
116294205|Althaus, Paul|sfz721
118644882|Althaus, Theodor|sfz48996
116294353|Altherr, Heinrich|sfz724
118644890|Althoff, Friedrich|sfz726
11850228X|Althusius, Johannes|sfz727
10001058X|Alting, Menso|sfz728
118997076|Altmann|sfz729
117761419|Altmann, Johann Georg|sfz731
116295260|Altmann, Wilhelm|sfz733
100936180|Altmann der Jüngere|sfz730
116295279|Altmann-Gottheiner, Elisabeth|sfz734
135708575|Altmutter, Franz|sfz736
11629535X|Altmütter, Georg|sfz735
135708583|Altmutter, Jakob Placidus|sfz737
128686138|Altnikol, Johann Christoph|sfz738
129057959|Altomonte, Andreas|sfz739
118648527|Altomonte, Bartholomäus|sfz740
118830651|Altomonte, Martino|sfz741
119412950|d'Alton, Richard Graf|sfz745
116295694|Altum, Bernhard|sfz747
118648586|Alveldt, Augustin von|sfz750
116296143|Alvensleben, Albrecht Graf von|sfz751
120438852|Alvensleben, Busso von|sfz752
11766023X|Alvensleben, Friedrich Johann Graf von|sfz753
119436094|Alvensleben, Gebhard von|sfz754
138118507|Alvensleben, Gustav von|sfz755
102430837|Alvensleben, Joachim von|sfz756
117761443|Alvensleben, Johann Friedrich Karl von|sfz759
135708745|Alvensleben, Johann Friedrich von|sfz758
113666691|Alvensleben, Ludwig Karl Friedrich Wilhelm von|sfz761
118917374|Alvensleben, von|sfz130922
11629633X|Alvensleben-Hundisburg, Philipp Karl Graf von|sfz763
118648594|Alxinger, Johann Baptist Edler von|sfz3490
116477539|Aly, Friedrich|sfz767
119142872|Alzheimer, Alois|sfz69339
118878441|Alzog, Johann|sfz769
118502379|Amalarius von Metz|sfz770
100844979|Amalie|sfz775
119077701|Amalie|sfz69340
120219719|Amalie|sfz11305
119207826|Amalie Elisabeth|sfz773
135708885|Aman, Johann|sfz777
133860833|Amandus, Johannes|sfz779
123137330|Amann, Joseph|sfz780
123137012|Amann, Joseph Albert|sfz781
117660310|Amberg, Wilhelm|sfz783
121365298|Amberger, Christoph|sfz784
119226375|Amberger, Joseph|sfz785
116010738|Ambronn, Hermann|sfz787
116297492|Ambronn, Leopold|sfz788
116297506|Ambros, August Wilhelm|sfz69341
119002345|Ambros, Michael|sfz790
116297530|Ambrosch, Joseph Julius Athanasius|sfz791
122403339|Am Bühl, Johann Ludwig|sfz794
116297719|Ameis, Karl Friedrich|sfz795
135708915|Amelius, Martin|sfz798
116297867|Amelung, Franz|sfz35161
116297875|Amelung, Walther|sfz802
118502468|Am Ende, Hans|sfz804
116297956|Am Ende, Johann Joachim Gottlob|sfz806
118825720|Amerbach, Basilius|sfz35162
118502522|Amerbach, Bonifacius|sfz69342
123073189|Amerbach, Johannes|sfz813
119059835|Amerbach, Veit|sfz814
11864498X|Amerling, Friedrich von|sfz815
118644998|Amira, Karl von|sfz819
11629891X|Amling, Wolfgang|sfz821
133239861|Amman, Erasmus|sfz822
128676817|Amman, Kaspar|sfz825
119095823|Ammann, Ellen|sfz828
135717728|Ammann, Jakob|sfz829
118502573|Ammann, Jost|sfz832
13571768X|Amman von Ammansegg, Matthäus|sfz827
117762687|Ammelburg, Heinrich Alfred|sfz833
135717744|Ammelung, Johann Heinrich|sfz834
122901568|Ammende, Ewald|sfz835
11911139X|Ammerbach, Elias Nikolaus|sfz837
116299290|Ammon, Christoph Friedrich von|sfz42190
116299347|Ammon, Friedrich August von|sfz27429
124766498|Ammon, Johann|sfz3491
116299428|Ammon, Ludwig von|sfz848
118824457|Ammon, Otto|sfz849
124326501|Amon, Blasius|sfz853
135592232|Amon, Placidus|sfz855
118648861|Amort, Eusebius|sfz858
118923412|Amort, Kaspar|sfz859
116302275|Ampferer, Otto|sfz861
120260050|Ampferle, Franziskus|sfz862
11890678X|Amplonius Ratink|sfz863
116302380|Ampringen, Johann Caspar von|sfz864
118502654|Amrhein, Andreas|sfz865
100010016|Amsberg, August Philipp von|sfz868
118645056|Amsdorf, Nikolaus von|sfz869
123802245|Amsinck|sfz870
116302526|Amsinck, Wilhelm|sfz52677
11915935X|Amsler, Alfred|sfz873
116010991|Amsler, Samuel|sfz875
119159341|Amsler-Laffon, Jakob|sfz876
129718025|Amthor, Christoph Heinrich|sfz878
116302658|Amthor, Eduard Gottlieb|sfz879
138044236|Amya|sfz884
1072397161|Ancillon|sfz130921
118645110|Ancillon, Johann Peter Friedrich|sfz19348
117660736|Ancillon, Karl|sfz19349
117660744|Ancillon, Louis Frédéric|sfz19350
116303425|Anckelmann, Eberhard|sfz892
118840622|Andechs|sfz895
132629194|Anderledy, Anton Maria|sfz900
131894773|Anderlind, Ottomar Viktor|sfz901
138131392|Anders, Franz Julius|sfz903
117761257|Anders, Fritz|sfz15196
123286026|Andersen, Friedrich|sfz905
121268403|Anderson, Christian Daniel|sfz908
128889268|Anderson, Johann|sfz909
118502840|Anderssen, Adolf|sfz910
120577852|Anderwert, Joseph Fridolin|sfz911
116306858|Anding, Ernst|sfz912
135802954|Andlau, Georg von|sfz914
100957730|Andlau, Peter von|sfz916
119074729|Andlau, Peter von|sfz917
116011653|Andlaw-Birseck, Franz Xaver von|sfz919
118502859|Andlaw-Birseck, Heinrich Bernhard Freiherr von und zu|sfz920
116331445|Andlaw-Birseck, Konrad Karl Friedrich Freiherr von und zu|sfz921
100011071|Andlern, Franz Friedrich Freiherr von (seit 1696)|sfz923
137203276|Andrä, Gottfried Georg|sfz927
117763381|Andrae, Alexander|sfz926
118502875|Andrassy, Julius Graf von|sfz69343
116331674|André, Anton|sfz27434
116307048|André, Emil|sfz933
11601198X|André, Johann|sfz935
100011152|André, Karl|sfz45569
116012102|André, Karl August|sfz939
124605273|Andreae|sfz130919
1080843213|Andreae|sfz130920
138677298|Andreae, Abraham|sfz68133
116308990|Andreae, Achilles|sfz7274
116309083|Andreae, August Wilhelm|sfz945
135718309|Andreae, Christoph|sfz946
135718317|Andreae, Christoph|sfz947
116309210|Andreae, Friedrich|sfz56591
124496806|Andreae, Hermann Victor|sfz7275
130531324|Andreae, Hieronymus|sfz950
11899669X|Andreae, Jakob|sfz23322
137537875|Andreae, Johann Benjamin der Ältere|sfz31472
135718368|Andreae, Johann Benjamin der Jüngere|sfz955
137370946|Andreae, Johann der Ältere|sfz27435
135718341|Andreae, Johann der Jüngere|sfz953
116012366|Andreae, Johann Gerhard Reinhart|sfz956
138131465|Andreae, Johann Nikolaus|sfz958
100758541|Andreae, Johann Philipp|sfz15198
118502883|Andreae, Johann Valentin|sfz960
135718384|Andreae, Lambert|sfz962
116012498|Andreas, Friedrich Carl|sfz970
118502921|Andreas-Salomé, Lou ((verheiratete))|sfz74690
11951737X|Andreas von Regensburg|sfz969
116309652|Andree, Carl|sfz973
116309695|Andree, Richard|sfz974
118645188|Andree-Eysn, Marie|sfz975
119038587|Andreesen, Alfred|sfz49000
116309962|Andresen, Karl Gustav|sfz980
11766152X|Andresen, Momme|sfz981
116310138|Andrian-Werburg, Ferdinand Leopold Freiherr von|sfz60716
124293670|Andrian-Werburg, Freiherren von|sfz130918
11631012X|Andrian-Werburg, Victor Freiherr von|sfz3494
135718430|Angehrn, Beda|sfz987
119067501|Angeli, Heinrich von|sfz988
100122590|Angelus, Johannes|sfz60718
118503111|Angelus Silesius|sfz990
116311118|Angely, Louis|sfz994
120644177|Angenheister, Gustav|sfz995
117691984|Angerer, Ernst von|sfz998
130635200|Angerer, Hans|sfz999
11631141X|Angerer, Ottmar Ritter von|sfz1000
118503154|Angermair, Christof|sfz1001
130552038|Angermann, Franz|sfz1002
117661732|Angerstein, Eduard Ferdinand|sfz1004
11926997X|Angilbert|sfz69346
100936539|Angilram|sfz1006
119556960|Angler, Gabriel|sfz1007
11776289X|Angst, Heinrich|sfz1009
103142908|Angst, Wolfgang|sfz1010
120097249|Anholt, Johann Jakob Graf von|sfz1014
121073319|Anhorn, Bartholomäus|sfz1015
118503189|Anich, Peter|sfz1017
118503197|Anker, Albert|sfz1019
